Human_Readable_Topic,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
1. Medical Language Models for Clinical Diagnosis,0.6513826847076416,0.19771698117256165,0.41712427139282227,0.1577996462583542,0.32220572233200073,0.08611142635345459,0.09343963116407394,0.28289657831192017,0.26873213052749634,0.36804699897766113,0.32687297463417053,0.2119317501783371,0.343772292137146,0.3089863061904907,0.19213134050369263,0.11414790898561478,0.11005005240440369,0.13026809692382812,0.2599015235900879,0.42924439907073975
2. Recommender Systems with Advanced Techniques,0.1725405603647232,0.5166850686073303,0.07951866835355759,0.011986859142780304,0.07912030816078186,0.11271864175796509,0.02884656935930252,0.1185983419418335,0.12312312424182892,0.13486681878566742,0.08623793721199036,0.1925981491804123,0.24351803958415985,0.06898076832294464,0.14721162617206573,0.046490054577589035,0.10014352947473526,0.0744876116514206,0.14341503381729126,0.07979802787303925
3. Cross-Lingual Language Models and Translation,0.3626401722431183,0.24899427592754364,0.686724066734314,0.20955708622932434,0.11911509931087494,0.05920886993408203,0.13253343105316162,0.32297444343566895,0.2050999104976654,0.3571126461029053,0.3368036448955536,0.2116079330444336,0.4124292731285095,0.3419150114059448,0.23104935884475708,0.13108588755130768,0.15801779925823212,0.16770796477794647,0.40531080961227417,0.43087249994277954
"4. ""Robot Manipulation and Embodied Intelligence""",0.1084102913737297,-0.007236351724714041,0.09474344551563263,0.5420714616775513,0.04439608380198479,0.044251780956983566,0.07675094902515411,0.3434830605983734,0.07118555903434753,0.1830163300037384,0.07983581721782684,0.11170527338981628,0.06851126998662949,0.24315734207630157,0.008499585092067719,0.25559496879577637,0.04216005280613899,0.09236335754394531,0.136542409658432,0.062362898141145706
"5. ""Deep Learning for Medical Image Segmentation""",0.3635178506374359,0.14961841702461243,0.15406876802444458,0.2886781692504883,0.7060779929161072,0.2550964057445526,0.3579208254814148,0.13610254228115082,0.3445979952812195,0.14462916553020477,0.123814158141613,0.22086310386657715,0.10584039986133575,0.2802524268627167,0.28000107407569885,0.27378663420677185,0.35775136947631836,0.47043895721435547,0.12181708216667175,0.23830628395080566
6. Quantum Machine Learning and Neural Networks,0.13325442373752594,0.10084740817546844,0.09076584875583649,0.1856188178062439,0.22269821166992188,0.8206030130386353,0.25909191370010376,0.12524650990962982,0.31571757793426514,0.15135397017002106,0.07515972852706909,0.22917592525482178,0.1102818176150322,0.12714189291000366,0.2526576519012451,0.21782918274402618,0.29593995213508606,0.45167917013168335,0.1642618179321289,0.20222121477127075
7. Adversarial Attacks on Deep Learning Models,0.1782245934009552,0.183546781539917,0.2580890655517578,0.2177681177854538,0.3699156939983368,0.30863821506500244,0.770519495010376,0.18458311259746552,0.3049262762069702,0.24829471111297607,0.2683941423892975,0.2884288430213928,0.17049050331115723,0.2837468683719635,0.3316348195075989,0.29051241278648376,0.38079965114593506,0.5315985679626465,0.25779658555984497,0.3549489974975586
"8. ""Large Language Model-based Intelligent Agents for Planning and Collaboration""",0.4008936882019043,0.27458804845809937,0.449133038520813,0.46486255526542664,0.11167437583208084,0.1146833598613739,0.08333645015954971,0.7082574367523193,0.23147320747375488,0.49266475439071655,0.3868464231491089,0.2178603708744049,0.3868001103401184,0.3978342115879059,0.20204496383666992,0.4062148332595825,0.13624992966651917,0.13328596949577332,0.4525154232978821,0.350422739982605
9. Molecular Representation Learning for Drug Discovery,0.3647223711013794,0.2402547150850296,0.19510018825531006,0.23251654207706451,0.37170785665512085,0.3165295124053955,0.2427087277173996,0.1809050440788269,0.7785441279411316,0.2497519999742508,0.1814478635787964,0.3317718505859375,0.20306268334388733,0.21888801455497742,0.29012757539749146,0.2236364483833313,0.23852086067199707,0.3445320129394531,0.2642202377319336,0.215382918715477
"10. ""Reasoning with Large Language Models through Prompting""",0.5109260082244873,0.3756887912750244,0.5239274501800537,0.40771257877349854,0.1923740655183792,0.16835719347000122,0.23344174027442932,0.6168838739395142,0.2688903510570526,0.7608911991119385,0.5141786336898804,0.340354859828949,0.4977191686630249,0.5425902605056763,0.23512649536132812,0.3416832685470581,0.1797211766242981,0.17665013670921326,0.5022403001785278,0.39179688692092896
11. Code Generation and Evaluation for Large Language Models,0.47304531931877136,0.3259161114692688,0.6351314783096313,0.3003486096858978,0.18189027905464172,0.18238435685634613,0.2792012691497803,0.508393406867981,0.3676437735557556,0.540402889251709,0.7766647338867188,0.2458709180355072,0.5045811533927917,0.4558238685131073,0.2859044373035431,0.23828217387199402,0.25215911865234375,0.23934149742126465,0.48530977964401245,0.4672120213508606
12. Causal Discovery and Inference from Data,0.19099494814872742,0.19102579355239868,0.08131382614374161,0.11186886578798294,0.09937482327222824,0.17571283876895905,0.12657439708709717,0.14945372939109802,0.21248042583465576,0.2130386233329773,0.10382184386253357,0.7210217118263245,0.1553683876991272,0.09634986519813538,0.19201461970806122,0.15328863263130188,0.1255810558795929,0.14950911700725555,0.14824947714805603,0.07758787274360657
