Human_Readable_Topic,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
1. Medical Language Models for Clinical Diagnosis,0.7612414956092834,1.1052883863449097,0.964148759841919,1.1282527446746826,1.0151340961456299,1.1638414859771729,1.181968092918396,1.0345064401626587,1.0492175817489624,1.005109429359436,1.0208972692489624,1.0785151720046997,1.0186573266983032,1.0542707443237305,1.1089023351669312,1.151334524154663,1.1475268602371216,1.136765480041504,1.089348554611206,0.9520657658576965
2. Recommender Systems with Advanced Techniques,1.1234984397888184,0.8773683309555054,1.195212960243225,1.215783953666687,1.1684690713882446,1.148011326789856,1.22123384475708,1.1360132694244385,1.1402939558029175,1.1661485433578491,1.177015781402588,1.0904262065887451,1.0889198780059814,1.2158018350601196,1.1372381448745728,1.1915353536605835,1.153412938117981,1.1699587106704712,1.1682027578353882,1.1903290748596191
3. Cross-Lingual Language Models and Translation,0.9955872297286987,1.0719220638275146,0.7287921905517578,1.0955023765563965,1.144653558731079,1.1796314716339111,1.157556176185608,1.0081959962844849,1.08995521068573,1.0132330656051636,1.013938069343567,1.0787156820297241,0.9676004648208618,1.0301345586776733,1.0837535858154297,1.1410486698150635,1.118587851524353,1.1139315366744995,0.9820702075958252,0.9508158564567566
"4. ""Robot Manipulation and Embodied Intelligence""",1.163481593132019,1.22964346408844,1.185762643814087,0.855708658695221,1.1887593269348145,1.1883193254470825,1.1922369003295898,0.994463324546814,1.1710675954818726,1.134769320487976,1.1808874607086182,1.1389126777648926,1.2017676830291748,1.1009368896484375,1.220594048500061,1.062386393547058,1.1872798204421997,1.159424901008606,1.1726895570755005,1.200979471206665
"5. ""Deep Learning for Medical Image Segmentation""",0.9949585795402527,1.1356955766677856,1.1481965780258179,1.0434521436691284,0.7083474397659302,1.0592901706695557,1.0053203105926514,1.1256345510482788,0.9984781742095947,1.1598550081253052,1.1540294885635376,1.0729681253433228,1.178604006767273,1.0748894214630127,1.0512672662734985,1.0504001379013062,0.9890267252922058,0.9084582924842834,1.1822454929351807,1.0887342691421509
6. Quantum Machine Learning and Neural Networks,1.1481573581695557,1.1657183170318604,1.1882388591766357,1.1107697486877441,1.0805357694625854,0.5867424011230469,1.074731469154358,1.1320827007293701,1.0180916786193848,1.1554996967315674,1.183707356452942,1.067779302597046,1.175817608833313,1.1786916255950928,1.0695351362228394,1.0868476629257202,1.0308632850646973,0.9225221872329712,1.1544865369796753,1.1126785278320312
7. Adversarial Attacks on Deep Learning Models,1.119885802268982,1.1143327951431274,1.079176902770996,1.0902162790298462,0.9822332262992859,1.0239391326904297,0.638674795627594,1.0963764190673828,1.0253241062164307,1.0907866954803467,1.0609521865844727,1.0300369262695312,1.13737154006958,1.072403073310852,1.0158758163452148,1.0392578840255737,0.9729663133621216,0.8610140085220337,1.0908241271972656,1.0074503421783447
"8. ""Large Language Model-based Intelligent Agents for Planning and Collaboration""",0.9678068161010742,1.0548734664916992,0.9392958879470825,0.9169948697090149,1.149121642112732,1.1468336582183838,1.1881952285766602,0.7069635391235352,1.0732585191726685,0.9074021577835083,0.9781164526939392,1.0748361349105835,0.9869686365127563,0.9877967834472656,1.1025506258010864,0.9586393237113953,1.1318120956420898,1.1349419355392456,0.9446283578872681,1.0107264518737793
9. Molecular Representation Learning for Drug Discovery,0.9940950870513916,1.0776820182800293,1.121478796005249,1.08065664768219,0.9809757471084595,1.0186251401901245,1.0858092308044434,1.0986233949661255,0.6345592737197876,1.0897845029830933,1.1178555488586426,1.0015285015106201,1.116020679473877,1.1176499128341675,1.0444207191467285,1.0831222534179688,1.0682599544525146,0.9990615844726562,1.0863150358200073,1.104005217552185
