Human_Readable_Topic,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
1. Advancements in Medical AI and LLM Applications,0.47293540835380554,0.11469003558158875,0.18549098074436188,0.28295475244522095,0.4299847483634949,0.23739197850227356,0.19817155599594116,0.3345807194709778,0.2735753655433655,0.28961095213890076,0.21101014316082,0.2691134214401245,0.19311170279979706,0.23586399853229523,0.2273012101650238,0.2586004137992859,0.21805551648139954,0.23967398703098297,0.1838870644569397,0.22983631491661072
2. Advancements in Recommender Systems and Techniques,0.16068287193775177,0.5275973677635193,0.08340563625097275,0.014259953051805496,0.052847690880298615,0.1223665401339531,0.03910784423351288,0.14404478669166565,0.08768077194690704,0.13702094554901123,0.060874298214912415,0.1999312937259674,0.25065693259239197,0.0577864833176136,0.1289597749710083,0.07615803927183151,0.10464353859424591,0.05521388724446297,0.17109987139701843,0.09543827921152115
3. Cross-Lingual Sentence Embeddings and Translation in Low-Resource Languages,0.3678862452507019,0.28644266724586487,0.7015985250473022,0.2251124531030655,0.1512182354927063,0.11162623763084412,0.17321336269378662,0.2960394322872162,0.23065580427646637,0.3426344096660614,0.3741922974586487,0.24814972281455994,0.44785642623901367,0.3794194757938385,0.2632984519004822,0.09301824867725372,0.17036870121955872,0.18919801712036133,0.4010505974292755,0.45033276081085205
4. Advanced Robotic Manipulation Using Language Models,0.28389912843704224,0.11704567074775696,0.34349435567855835,0.6047349572181702,0.18190643191337585,0.0759979784488678,0.11808791011571884,0.4458308517932892,0.22778132557868958,0.33130311965942383,0.2598981559276581,0.13436177372932434,0.2474198341369629,0.3529554605484009,0.15367019176483154,0.2934337854385376,0.1608177125453949,0.1644619256258011,0.33177533745765686,0.2840196490287781
5. Advanced Deep Learning Techniques for Medical Image Segmentation,0.30669620633125305,0.08444920182228088,0.11216117441654205,0.21580162644386292,0.673450231552124,0.2317987084388733,0.3139338493347168,0.06437534093856812,0.28195422887802124,0.10964396595954895,0.07848670333623886,0.14256598055362701,0.06388995051383972,0.22821739315986633,0.24807947874069214,0.19028249382972717,0.32113751769065857,0.4015932083129883,0.08395034074783325,0.19385355710983276
6. Quantum Machine Learning Applications,0.14183218777179718,0.12817688286304474,0.07546064257621765,0.16370511054992676,0.2339622676372528,0.7906374931335449,0.2371414601802826,0.10689359903335571,0.31567397713661194,0.12674133479595184,0.057653628289699554,0.28475886583328247,0.11224225908517838,0.09034231305122375,0.28091517090797424,0.2136194407939911,0.3108135163784027,0.36086466908454895,0.1506960690021515,0.20399795472621918
7. Adversarial Robustness in Deep Learning Models,0.19031919538974762,0.20825795829296112,0.2830512225627899,0.2547632157802582,0.39480096101760864,0.30705609917640686,0.7688895463943481,0.20620232820510864,0.3160395622253418,0.25601473450660706,0.289958119392395,0.3160393238067627,0.19189873337745667,0.3145773112773895,0.321876585483551,0.3243960440158844,0.43667057156562805,0.5322120785713196,0.29871463775634766,0.35794728994369507
8. Autonomous AI Planning and Collaboration,0.15021488070487976,0.09099898487329483,0.08588958531618118,0.4404762387275696,0.11731233447790146,0.10610368847846985,0.08054018020629883,0.44907766580581665,0.1521892249584198,0.24017742276191711,0.1315327286720276,0.1507660448551178,0.11612547934055328,0.18605148792266846,0.09811673313379288,0.43140366673469543,0.1140519455075264,0.09150105714797974,0.2298530638217926,0.08239053189754486
9. Advanced Computational Approaches for Drug Discovery,0.20224076509475708,0.10980145633220673,0.03979519009590149,0.05621833726763725,0.20387552678585052,0.19600921869277954,0.07485926151275635,0.07388471812009811,0.5660083293914795,0.10663741827011108,0.07619836181402206,0.19495230913162231,0.057506874203681946,0.02479776367545128,0.10041587054729462,0.08369285613298416,0.17812111973762512,0.15640759468078613,0.10231702029705048,0.05688967555761337
10. Advances in Prompt-Based Reasoning with Large Language Models,0.4621177017688751,0.31059715151786804,0.4425738453865051,0.3530351519584656,0.13781209290027618,0.12328079342842102,0.157211035490036,0.5820924043655396,0.22525817155838013,0.7381693124771118,0.45791900157928467,0.31849563121795654,0.4451337456703186,0.4744373857975006,0.1521977186203003,0.2736724019050598,0.15302661061286926,0.1322447955608368,0.47553473711013794,0.3258448541164398
11. Code Large Language Models Evaluation and Improvement,0.450385183095932,0.30685198307037354,0.6339421272277832,0.26676875352859497,0.18493559956550598,0.17568257451057434,0.26158607006073,0.4838982820510864,0.31065064668655396,0.5205724835395813,0.7678428888320923,0.19477105140686035,0.4647709131240845,0.44367337226867676,0.2710201144218445,0.22452321648597717,0.23323404788970947,0.2341075986623764,0.44663718342781067,0.4851991534233093
12. Causal Discovery and Inference from Data,0.19099494814872742,0.19102579355239868,0.08131382614374161,0.11186886578798294,0.09937482327222824,0.17571283876895905,0.12657439708709717,0.14945372939109802,0.21248042583465576,0.2130386233329773,0.10382184386253357,0.7210217118263245,0.1553683876991272,0.09634986519813538,0.19201461970806122,0.15328863263130188,0.1255810558795929,0.14950911700725555,0.14824947714805603,0.07758787274360657
13. Enhancing Retrieval-Augmented Generation (RAG) in Large Language Models,0.49754804372787476,0.4037178158760071,0.5920937061309814,0.2604299783706665,0.14107239246368408,0.14483803510665894,0.13281863927841187,0.4222918152809143,0.3097609877586365,0.44178342819213867,0.4324130117893219,0.22784289717674255,0.7362338304519653,0.4284665584564209,0.27928584814071655,0.15400713682174683,0.19100838899612427,0.1606309562921524,0.5043089985847473,0.43281930685043335
14. Advancements in Multimodal Large Language Models (MLLMs),0.4831244647502899,0.354084312915802,0.6434773206710815,0.4223982095718384,0.36573171615600586,0.16857552528381348,0.3045779764652252,0.4966200292110443,0.40251392126083374,0.45745769143104553,0.4113759398460388,0.3060125708580017,0.4886704385280609,0.6808518171310425,0.4037488102912903,0.3142382800579071,0.3176281452178955,0.35167890787124634,0.47401347756385803,0.6153760552406311
15. Advanced Time Series Forecasting Techniques,0.05374688655138016,0.07791203260421753,0.045801714062690735,-0.02524980716407299,0.042541809380054474,0.10106611251831055,0.03368411958217621,0.02439146861433983,0.06561675667762756,0.04602803662419319,0.003711267374455929,0.15357732772827148,0.04613477736711502,-0.02020881697535515,0.5118452310562134,0.08985919505357742,0.14528736472129822,0.08610427379608154,0.026047341525554657,0.10567888617515564
16. Advancements in Autonomous Driving Technologies,0.05922459810972214,-0.004391990602016449,0.0392477810382843,0.32216280698776245,0.1504298597574234,0.1883447766304016,0.11920752376317978,0.20556724071502686,0.11311307549476624,0.14253641664981842,0.03545212373137474,0.14164689183235168,0.0630311444401741,0.16466759145259857,0.11263622343540192,0.5187562704086304,0.1843157708644867,0.17678239941596985,0.08477852493524551,0.09991908073425293
17. Advanced Optimization Techniques in Machine Learning,0.20520411431789398,0.17889150977134705,0.16837437450885773,0.15453365445137024,0.30582255125045776,0.331137478351593,0.3168349862098694,0.17889055609703064,0.3075036406517029,0.20149603486061096,0.16745612025260925,0.2895238697528839,0.1527811884880066,0.14304044842720032,0.32320213317871094,0.2329552322626114,0.5323457717895508,0.40130311250686646,0.26608121395111084,0.2418852001428604
18. Expressivity and Optimization of ReLU Networks,0.13381680846214294,0.1937887817621231,0.1659417450428009,0.23708339035511017,0.3693216145038605,0.32085120677948,0.3618871569633484,0.12293040752410889,0.41156381368637085,0.18177923560142517,0.12586572766304016,0.22733831405639648,0.14047560095787048,0.24002860486507416,0.2575109899044037,0.19315335154533386,0.43129268288612366,0.6382706165313721,0.23184749484062195,0.21147394180297852
19. Advanced Techniques in Aligning AI Models with Human Preferences,0.28829801082611084,0.29409071803092957,0.304815411567688,0.375621497631073,0.22521892189979553,0.2432955503463745,0.3215971291065216,0.45664817094802856,0.3167552053928375,0.37704557180404663,0.25630509853363037,0.32493555545806885,0.28425300121307373,0.341497004032135,0.27346140146255493,0.3547731637954712,0.2860655188560486,0.2937008738517761,0.5580012798309326,0.25853633880615234
20. Advances in Automatic Speech Recognition (ASR),0.2928575873374939,0.14755366742610931,0.30128300189971924,0.14851823449134827,0.24572882056236267,0.15670470893383026,0.16231651604175568,0.16438037157058716,0.2349468171596527,0.17295554280281067,0.14140737056732178,0.12364672869443893,0.23801197111606598,0.2291843146085739,0.25941750407218933,0.13178882002830505,0.21732619404792786,0.21078911423683167,0.18972212076187134,0.6385806798934937
