Human_Readable_Topic,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
1. Advancements in Medical AI and LLM Applications,0.9131969809532166,1.1572761535644531,1.1277925968170166,1.0473041534423828,0.9391717910766602,1.0707228183746338,1.115368127822876,1.0004476308822632,1.0460519790649414,1.062008023262024,1.0988386869430542,1.0424903631210327,1.1225866079330444,1.1059859991073608,1.0862009525299072,1.060415506362915,1.081276297569275,1.068671464920044,1.1414233446121216,1.094401478767395
2. Advancements in Recommender Systems and Techniques,1.130997896194458,0.8685134053230286,1.1928073167800903,1.2144678831100464,1.1838529109954834,1.1422170400619507,1.2150808572769165,1.1208937168121338,1.1613824367523193,1.1647628545761108,1.192280888557434,1.0859237909317017,1.0840672254562378,1.2228151559829712,1.1485519409179688,1.174076795578003,1.1507428884506226,1.181211233139038,1.1499518156051636,1.1806933879852295
3. Cross-Lingual Sentence Embeddings and Translation in Low-Resource Languages,0.9918234944343567,1.0468826293945312,0.7135510444641113,1.0854662656784058,1.12517249584198,1.1486655473709106,1.1315950155258179,1.025952696800232,1.0737799406051636,1.0238903760910034,0.9872972965240479,1.0558403730392456,0.9401712417602539,1.001936674118042,1.0624635219573975,1.1640383005142212,1.111014485359192,1.1006112098693848,0.9853793978691101,0.9357479810714722
4. Advanced Robotic Manipulation Using Language Models,1.0504605770111084,1.1558332443237305,1.0190197229385376,0.802534818649292,1.1062294244766235,1.1698023080825806,1.1666361093521118,0.9228811264038086,1.0756114721298218,1.0321545600891113,1.0666463375091553,1.1255431175231934,1.0862702131271362,1.0219146013259888,1.1332075595855713,1.037299394607544,1.1168755292892456,1.1159297227859497,1.037709355354309,1.0576229095458984
5. Advanced Deep Learning Techniques for Medical Image Segmentation,1.0348730087280273,1.1756404638290405,1.1748578548431396,1.091484546661377,0.7393895983695984,1.0743093490600586,1.036787986755371,1.1675782203674316,1.0405526161193848,1.1822539567947388,1.1817017793655396,1.1206625699996948,1.2046043872833252,1.1112550497055054,1.0725632905960083,1.1043483018875122,1.01401686668396,0.9590611457824707,1.2064714431762695,1.1181576251983643
6. Quantum Machine Learning Applications,1.1428186893463135,1.148991346359253,1.1977192163467407,1.1245641708374023,1.07333242893219,0.6208726167678833,1.089548110961914,1.142900824546814,1.0181210041046143,1.1713610887527466,1.1942052841186523,1.0324146747589111,1.1745857000350952,1.2023049592971802,1.0506510734558105,1.0895404815673828,1.0209529399871826,0.9877777099609375,1.1634305715560913,1.1115115880966187
7. Adversarial Robustness in Deep Learning Models,1.1121597290039062,1.0985121726989746,1.0619467496871948,1.0660744905471802,0.9646270871162415,1.0250011682510376,0.6405363082885742,1.0830743312835693,1.017875075340271,1.0854673385620117,1.0463604927062988,1.0119693279266357,1.1233843564987183,1.050211787223816,1.022658348083496,1.0163110494613647,0.932887852191925,0.8605248332023621,1.061774492263794,1.0052742958068848
8. Autonomous AI Planning and Collaboration,1.1375771760940552,1.171687364578247,1.191267490386963,0.9355180859565735,1.145737648010254,1.151967167854309,1.189913034439087,0.9205192923545837,1.1227039098739624,1.0963518619537354,1.1492509841918945,1.1157630681991577,1.172141432762146,1.1398727893829346,1.1674213409423828,0.9401724934577942,1.1451404094696045,1.1599352359771729,1.1102256774902344,1.1887372732162476
9. Advanced Computational Approaches for Drug Discovery,1.104491114616394,1.160264492034912,1.2195252180099487,1.1899124383926392,1.0924668312072754,1.0969810485839844,1.1933952569961548,1.162104606628418,0.8329076766967773,1.1841591596603394,1.1830816268920898,1.0889828205108643,1.208511471748352,1.2432529926300049,1.1660252809524536,1.1696012020111084,1.1062344312667847,1.1208724975585938,1.1947823762893677,1.2043033838272095
